ID;Nome e cognome;Email (chiave);Tipologia stakeholder;Regione;Canale di ingaggio;In database DEM
2029;Michela Vitale;michela.vitale@example.org;Altro / Industry;Campania;LinkedIn;false
2030;Daniela Borghi;daniela.borghi@example.org;HCP - Diabetologo;Lombardia;LinkedIn;false
2031;Federica Esposito;federica.esposito@example.org;HCP - Infermiere / Educatore;Lazio;LinkedIn;false
2032;Roberto Sala;roberto.sala@example.org;HCP - Endocrinologo;Piemonte;LinkedIn;false
2033;Michele Nardi;michele.nardi@example.org;HCP - Diabetologo;Abruzzo;LinkedIn;false
2034;Barbara Russo;barbara.russo@example.org;Studio medico / Ambulatorio;Lombardia;LinkedIn;false
2035;Giorgio Deluca;giorgio.deluca@example.org;HCP - Diabetologo;Campania;LinkedIn;false
2036;Monica Castelli;monica.castelli@example.org;HCP - Medico di medicina generale;Emilia-Romagna;LinkedIn;false
2037;Mariangela Melchiorre;mariangela.melchiorre@example.org;HCP - Diabetologo;Sardegna;LinkedIn;false
2038;Claudio Innocenti;claudio.innocenti@example.org;HCP - Infermiere / Educatore;Lazio;LinkedIn;false
2039;Viola Pellegrini;viola.pellegrini@example.org;Studio medico / Ambulatorio;Lombardia;LinkedIn;false
2040;Luigi Bernardi;luigi.bernardi@example.org;HCP - Infermiere / Educatore;Lazio;LinkedIn;false
2041;Matteo Cristofaro;matteo.cristofaro@example.org;Farmacia ospedaliera;Veneto;LinkedIn;false
2042;Caterina Greco;caterina.greco@example.org;HCP - Endocrinologo;Emilia-Romagna;LinkedIn;false
2043;Francesca Testa;francesca.testa@example.org;Farmacia ospedaliera;Emilia-Romagna;LinkedIn;false
2044;Silvia Landi;silvia.landi@example.org;HCP - Medico di medicina generale;Sardegna;LinkedIn;false
2045;Gianluca Fabbri;gianluca.fabbri@example.org;HCP - Medico di medicina generale;Piemonte;LinkedIn;false
2046;Margherita Sala;margherita.sala@example.org;HCP - Endocrinologo;Emilia-Romagna;LinkedIn;false
2047;Maria Toscano;maria.toscano@example.org;HCP - Endocrinologo;Veneto;LinkedIn;false
2048;Marta Vitale;marta.vitale@example.org;Studio medico / Ambulatorio;Sardegna;LinkedIn;false
2049;Tommaso Benedetti;tommaso.benedetti@example.org;HCP - Infermiere / Educatore;Campania;LinkedIn;false
2050;Sabrina Corsi;sabrina.corsi@example.org;HCP - Endocrinologo;Campania;LinkedIn;false
2051;Ludovica Serra;ludovica.serra@example.org;HCP - Infermiere / Educatore;Puglia;LinkedIn;false
2052;Claudia Denicola;claudia.denicola@example.org;HCP - Endocrinologo;Lombardia;LinkedIn;false
2053;Giorgio Costa;giorgio.costa@example.org;HCP - Infermiere / Educatore;Liguria;LinkedIn;false
2054;Nicola Bruni;nicola.bruni@example.org;HCP - Infermiere / Educatore;Liguria;LinkedIn;false
2055;Giorgio Riva;giorgio.riva@example.org;Altro / Industry;Liguria;LinkedIn;false
2056;Marco Barbieri;marco.barbieri@example.org;HCP - Medico di medicina generale;Lombardia;LinkedIn;false
2057;Elisa Nardi;elisa.nardi@example.org;HCP - Diabetologo;Campania;LinkedIn;false
2058;Barbara Cirillo;barbara.cirillo@example.org;Altro / Industry;Piemonte;LinkedIn;false
2059;Margherita Longo;margherita.longo@example.org;HCP - Diabetologo;Toscana;LinkedIn;false
2060;Manuela Sanna;manuela.sanna@example.org;HCP - Infermiere / Educatore;Campania;LinkedIn;false
2061;Luigi Denicola;luigi.denicola@example.org;HCP - Diabetologo;Veneto;LinkedIn;false
2062;Margherita Cristofaro;margherita.cristofaro@example.org;Studio medico / Ambulatorio;Piemonte;LinkedIn;false
2063;Riccardo Testa;riccardo.testa@example.org;HCP - Diabetologo;Abruzzo;LinkedIn;false
2064;Daniele Romano;daniele.romano@example.org;Studio medico / Ambulatorio;Lombardia;LinkedIn;false
2065;Marta Rizzo;marta.rizzo@example.org;Direzione sanitaria;Emilia-Romagna;LinkedIn;false
2066;Raffaella Giordano;raffaella.giordano@example.org;HCP - Infermiere / Educatore;Lazio;LinkedIn;false
2067;Paolo Franco;paolo.franco@example.org;HCP - Diabetologo;Friuli-Venezia Giulia;LinkedIn;false
2068;Stefano Pesce;stefano.pesce@example.org;HCP - Diabetologo;Lombardia;LinkedIn;false
2069;Susanna Salerno;susanna.salerno@example.org;Direzione sanitaria;Campania;LinkedIn;false
2070;Giulia Giuliani;giulia.giuliani@example.org;HCP - Diabetologo;Puglia;LinkedIn;false
2071;Stefano Barbieri;stefano.barbieri@example.org;Studio medico / Ambulatorio;Piemonte;LinkedIn;false
2072;Roberto Mazza;roberto.mazza@example.org;HCP - Diabetologo;Liguria;LinkedIn;false
2073;Chiara Leone;chiara.leone@example.org;HCP - Endocrinologo;Lombardia;LinkedIn;false
2074;Serena Guerra;serena.guerra@example.org;HCP - Diabetologo;Lombardia;LinkedIn;false
2075;Valentina Fontana;valentina.fontana@example.org;HCP - Infermiere / Educatore;Veneto;LinkedIn;false
2076;Alessandro Leone;alessandro.leone@example.org;HCP - Diabetologo;Campania;LinkedIn;false
2077;Emanuele Perini;emanuele.perini@example.org;HCP - Diabetologo;Lombardia;LinkedIn;false
2078;Francesca Farina;francesca.farina@example.org;HCP - Medico di medicina generale;Veneto;LinkedIn;false
2079;Nicola Lorenzi;nicola.lorenzi@example.org;HCP - Diabetologo;Toscana;LinkedIn;false
2080;Marco Ferretti;marco.ferretti@example.org;Studio medico / Ambulatorio;Liguria;LinkedIn;false
2081;Chiara Sala;chiara.sala@example.org;HCP - Diabetologo;Calabria;LinkedIn;false
2082;Manuela Franco;manuela.franco@example.org;Studio medico / Ambulatorio;Puglia;LinkedIn;false
2083;Federico Landi;federico.landi@example.org;HCP - Medico di medicina generale;Veneto;LinkedIn;false
2084;Luigi Negri;luigi.negri@example.org;HCP - Diabetologo;Umbria;LinkedIn;false
2085;Ludovica Marchetti;ludovica.marchetti@example.org;Farmacia ospedaliera;Friuli-Venezia Giulia;LinkedIn;false
2086;Elena Sorrentino;elena.sorrentino@example.org;HCP - Diabetologo;Campania;LinkedIn;false
2087;Viola Esposito;viola.esposito@example.org;HCP - Medico di medicina generale;Sicilia;LinkedIn;false
2088;Ludovica Barbieri;ludovica.barbieri@example.org;HCP - Infermiere / Educatore;Piemonte;LinkedIn;false
2089;Vincenzo Desantis;vincenzo.desantis@example.org;HCP - Infermiere / Educatore;Lombardia;LinkedIn;false
2090;Angela Abbate;angela.abbate@example.org;HCP - Infermiere / Educatore;Piemonte;LinkedIn;false
2091;Giuseppe Romano;giuseppe.romano@example.org;HCP - Medico di medicina generale;Lombardia;LinkedIn;false
2092;Federica Negri;federica.negri@example.org;HCP - Endocrinologo;Piemonte;LinkedIn;false
2093;Antonio Franco;antonio.franco@example.org;HCP - Diabetologo;Lazio;LinkedIn;false
2094;Nicola Gallo;nicola.gallo@example.org;HCP - Diabetologo;Toscana;LinkedIn;false
2095;Lorenzo Bacci;lorenzo.bacci@example.org;HCP - Diabetologo;Lombardia;LinkedIn;false
2096;Margherita Denicola;margherita.denicola@example.org;HCP - Medico di medicina generale;Lombardia;LinkedIn;false
2097;Gabriele Bassi;gabriele.bassi@example.org;HCP - Diabetologo;Puglia;LinkedIn;false
2098;Angela Lorenzi;angela.lorenzi@example.org;Farmacia ospedaliera;Sicilia;LinkedIn;false
2099;Claudio Riva;claudio.riva@example.org;HCP - Medico di medicina generale;Puglia;LinkedIn;false
2100;Maria Montanari;maria.montanari@example.org;HCP - Infermiere / Educatore;Piemonte;LinkedIn;false
2101;Lorenzo Morelli;lorenzo.morelli@example.org;HCP - Medico di medicina generale;Lazio;LinkedIn;false
2102;Maria Caruso;maria.caruso@example.org;HCP - Infermiere / Educatore;Emilia-Romagna;LinkedIn;false
2103;Giorgio Galli;giorgio.galli@example.org;HCP - Infermiere / Educatore;Emilia-Romagna;LinkedIn;false
2104;Stefano Desantis;stefano.desantis@example.org;HCP - Medico di medicina generale;Campania;LinkedIn;false
2105;Massimo Cirillo;massimo.cirillo@example.org;Farmacia ospedaliera;Toscana;LinkedIn;false
2106;Claudio Bernardi;claudio.bernardi@example.org;HCP - Diabetologo;Liguria;LinkedIn;false
2107;Massimo Mariani;massimo.mariani@example.org;HCP - Infermiere / Educatore;Campania;LinkedIn;false
2108;Alessandro Piras;alessandro.piras@example.org;HCP - Infermiere / Educatore;Liguria;LinkedIn;false
2109;Barbara Galli;barbara.galli@example.org;HCP - Infermiere / Educatore;Lombardia;LinkedIn;false
2110;Marta Leone;marta.leone@example.org;HCP - Diabetologo;Sicilia;LinkedIn;false
2111;Ilaria Cerri;ilaria.cerri@example.org;HCP - Infermiere / Educatore;Puglia;LinkedIn;false
2112;Simone Galli;simone.galli@example.org;Direzione sanitaria;Sicilia;LinkedIn;false
2113;Giovanni Bruno;giovanni.bruno@example.org;HCP - Infermiere / Educatore;Sicilia;LinkedIn;false
2114;Ilaria Vitale;ilaria.vitale@example.org;HCP - Medico di medicina generale;Lazio;LinkedIn;false
2115;Daniele Cardone;daniele.cardone@example.org;Studio medico / Ambulatorio;Marche;LinkedIn;false
2116;Sofia Piras;sofia.piras@example.org;HCP - Endocrinologo;Lombardia;LinkedIn;false
2117;Stefano Melchiorre;stefano.melchiorre@example.org;HCP - Infermiere / Educatore;Campania;LinkedIn;false
2118;Teresa Bellini;teresa.bellini@example.org;Studio medico / Ambulatorio;Toscana;LinkedIn;false
2119;Vittorio Sala;vittorio.sala@example.org;Altro / Industry;Emilia-Romagna;LinkedIn;false
2120;Michela Caruso;michela.caruso@example.org;Altro / Industry;Piemonte;LinkedIn;false
2121;Giulio Pagano;giulio.pagano@example.org;Direzione sanitaria;Lazio;LinkedIn;false
2122;Riccardo Greco;riccardo.greco@example.org;HCP - Infermiere / Educatore;Toscana;LinkedIn;false
2123;Valentina Ricci;valentina.ricci@example.org;HCP - Endocrinologo;Toscana;LinkedIn;false
2124;Luca Palmieri;luca.palmieri@example.org;HCP - Medico di medicina generale;Sicilia;LinkedIn;false
2125;Giorgia Esposito;giorgia.esposito@example.org;Studio medico / Ambulatorio;Lombardia;LinkedIn;false
2126;Luigi Corsi;luigi.corsi@example.org;Direzione sanitaria;Sicilia;LinkedIn;false
2127;Jacopo Pellegrini;jacopo.pellegrini@example.org;HCP - Diabetologo;Emilia-Romagna;LinkedIn;false
2128;Rosanna Montanari;rosanna.montanari@example.org;HCP - Infermiere / Educatore;Abruzzo;LinkedIn;false
2129;Sara Esposito;sara.esposito@example.org;HCP - Endocrinologo;Lombardia;LinkedIn;false
2130;Ludovica Cristofaro;ludovica.cristofaro@example.org;HCP - Diabetologo;Emilia-Romagna;LinkedIn;false
2131;Francesca Lorenzi;francesca.lorenzi@example.org;HCP - Diabetologo;Veneto;LinkedIn;false
2132;Giulia Deluca;giulia.deluca@example.org;HCP - Endocrinologo;Lazio;LinkedIn;false
2133;Caterina Parisi;caterina.parisi@example.org;Studio medico / Ambulatorio;Lombardia;LinkedIn;false
2134;Margherita Franco;margherita.franco@example.org;HCP - Endocrinologo;Lombardia;LinkedIn;false
2135;Daniela Deluca;daniela.deluca@example.org;Studio medico / Ambulatorio;Veneto;LinkedIn;false
2136;Alessandro Messina;alessandro.messina@example.org;HCP - Diabetologo;Campania;LinkedIn;false
2137;Claudio Fumagalli;claudio.fumagalli@example.org;Farmacia ospedaliera;Puglia;LinkedIn;false
2138;Antonio Antonelli;antonio.antonelli@example.org;HCP - Diabetologo;Lazio;LinkedIn;false
2139;Maria Guerra;maria.guerra@example.org;HCP - Endocrinologo;Friuli-Venezia Giulia;LinkedIn;false
2140;Samuele Leone;samuele.leone@example.org;HCP - Medico di medicina generale;Lombardia;LinkedIn;false
2141;Enrico Corsi;enrico.corsi@example.org;Studio medico / Ambulatorio;Emilia-Romagna;LinkedIn;false
2142;Luigi Palmieri;luigi.palmieri@example.org;Farmacia ospedaliera;Marche;LinkedIn;false
2143;Giulio Sala;giulio.sala@example.org;HCP - Infermiere / Educatore;Sicilia;LinkedIn;false
2144;Viola Perini;viola.perini@example.org;HCP - Diabetologo;Campania;LinkedIn;false
2145;Riccardo Mazza;riccardo.mazza@example.org;Studio medico / Ambulatorio;Campania;LinkedIn;false
2146;Emanuele Volpe;emanuele.volpe@example.org;HCP - Diabetologo;Sicilia;LinkedIn;false
2147;Carlo Caruso;carlo.caruso@example.org;HCP - Diabetologo;Campania;LinkedIn;false
2148;Mariangela Cardone;mariangela.cardone@example.org;HCP - Diabetologo;Lombardia;LinkedIn;false
2149;Valeria Agostini;valeria.agostini@example.org;HCP - Medico di medicina generale;Campania;LinkedIn;false
2150;Angela Moretti;angela.moretti@example.org;HCP - Diabetologo;Lazio;LinkedIn;false
2151;Antonio Sala;antonio.sala@example.org;HCP - Diabetologo;Emilia-Romagna;LinkedIn;false
2152;Valeria Conte;valeria.conte@example.org;HCP - Medico di medicina generale;Emilia-Romagna;LinkedIn;false
2153;Elena Cerri;elena.cerri@example.org;Farmacia ospedaliera;Lombardia;LinkedIn;false
2154;Angela Rossi;angela.rossi@example.org;HCP - Diabetologo;Emilia-Romagna;LinkedIn;false
2155;Antonio Messina;antonio.messina@example.org;HCP - Infermiere / Educatore;Umbria;LinkedIn;false
2156;Maria Fabbri;maria.fabbri@example.org;HCP - Infermiere / Educatore;Emilia-Romagna;LinkedIn;false
2157;Anna Donati;anna.donati@example.org;Studio medico / Ambulatorio;Piemonte;LinkedIn;false
2158;Ludovica Bellini;ludovica.bellini@example.org;Studio medico / Ambulatorio;Umbria;LinkedIn;false
2159;Giacomo Deluca;giacomo.deluca@example.org;HCP - Endocrinologo;Emilia-Romagna;LinkedIn;false
2160;Caterina Corsi;caterina.corsi@example.org;HCP - Medico di medicina generale;Sicilia;LinkedIn;false
2161;Roberto Cardone;roberto.cardone@example.org;HCP - Diabetologo;Veneto;LinkedIn;false
2162;Sofia Rossetti;sofia.rossetti@example.org;HCP - Diabetologo;Sardegna;LinkedIn;false
2163;Silvia Innocenti;silvia.innocenti@example.org;Farmacia ospedaliera;Sicilia;LinkedIn;false
2164;Susanna Bacci;susanna.bacci@example.org;HCP - Endocrinologo;Lombardia;LinkedIn;false
2165;Giovanna Rizzo;giovanna.rizzo@example.org;Altro / Industry;Veneto;LinkedIn;false
2166;Martina Bacci;martina.bacci@example.org;Direzione sanitaria;Sicilia;LinkedIn;false
2167;Giorgia Corsi;giorgia.corsi@example.org;HCP - Infermiere / Educatore;Sardegna;LinkedIn;false
2168;Irene Rossi;irene.rossi@example.org;Studio medico / Ambulatorio;Veneto;LinkedIn;false
2169;Lorenzo Cristofaro;lorenzo.cristofaro@example.org;HCP - Medico di medicina generale;Liguria;LinkedIn;false
2170;Jacopo Antonelli;jacopo.antonelli@example.org;HCP - Medico di medicina generale;Lazio;LinkedIn;false
2171;Mauro Santoro;mauro.santoro@example.org;Studio medico / Ambulatorio;Lombardia;LinkedIn;false
2172;Filippo Valente;filippo.valente@example.org;HCP - Medico di medicina generale;Veneto;LinkedIn;false
2173;Lorenzo Palmieri;lorenzo.palmieri@example.org;HCP - Medico di medicina generale;Toscana;LinkedIn;false
2174;Laura Montanari;laura.montanari@example.org;HCP - Diabetologo;Puglia;LinkedIn;false
2175;Roberto Fontana;roberto.fontana@example.org;HCP - Infermiere / Educatore;Friuli-Venezia Giulia;LinkedIn;false
2176;Michele Leone;michele.leone@example.org;HCP - Diabetologo;Lombardia;LinkedIn;false
2177;Claudia Neri;claudia.neri@example.org;HCP - Medico di medicina generale;Emilia-Romagna;LinkedIn;false
2178;Irene Galli;irene.galli@example.org;HCP - Medico di medicina generale;Liguria;LinkedIn;false
2179;Paolo Abbate;paolo.abbate@example.org;HCP - Diabetologo;Emilia-Romagna;LinkedIn;false
2180;Stefano Leone;stefano.leone@example.org;HCP - Infermiere / Educatore;Sardegna;LinkedIn;false
2181;Giovanni Giordano;giovanni.giordano@example.org;HCP - Endocrinologo;Toscana;LinkedIn;false
2182;Martina Marini;martina.marini@example.org;Studio medico / Ambulatorio;Puglia;LinkedIn;false
2183;Anna Barbieri;anna.barbieri@example.org;HCP - Infermiere / Educatore;Calabria;LinkedIn;false
2184;Alessandro Palmieri;alessandro.palmieri@example.org;Direzione sanitaria;Lombardia;LinkedIn;false
2185;Giovanni Bassi;giovanni.bassi@example.org;Farmacia ospedaliera;Lombardia;LinkedIn;false
2186;Giacomo Donati;giacomo.donati@example.org;HCP - Infermiere / Educatore;Marche;LinkedIn;false
2187;Margherita Milani;margherita.milani@example.org;Farmacia ospedaliera;Emilia-Romagna;LinkedIn;false
2188;Elisa Damico;elisa.damico@example.org;HCP - Medico di medicina generale;Lombardia;LinkedIn;false
2189;Jacopo Denicola;jacopo.denicola@example.org;HCP - Medico di medicina generale;Sicilia;LinkedIn;false
2190;Gianluca Rossi;gianluca.rossi@example.org;HCP - Diabetologo;Sicilia;LinkedIn;false
2191;Ilaria Longo;ilaria.longo@example.org;HCP - Diabetologo;Lazio;LinkedIn;false
2192;Federica Riva;federica.riva@example.org;HCP - Medico di medicina generale;Lazio;LinkedIn;false
2193;Silvia Negri;silvia.negri@example.org;HCP - Diabetologo;Toscana;LinkedIn;false
2194;Ludovica Carbone;ludovica.carbone@example.org;Studio medico / Ambulatorio;Lombardia;LinkedIn;false
2195;Michela Bruni;michela.bruni@example.org;HCP - Medico di medicina generale;Emilia-Romagna;LinkedIn;false
2196;Gabriele Ricci;gabriele.ricci@example.org;HCP - Medico di medicina generale;Puglia;LinkedIn;false
2197;Ludovica Landi;ludovica.landi@example.org;HCP - Medico di medicina generale;Marche;LinkedIn;false
2198;Vittorio Pagano;vittorio.pagano@example.org;HCP - Diabetologo;Lazio;LinkedIn;false
2199;Francesco Romano;francesco.romano@example.org;HCP - Infermiere / Educatore;Liguria;LinkedIn;false
2200;Michele Montanari;michele.montanari@example.org;HCP - Diabetologo;Sicilia;LinkedIn;false
2201;Matteo Abbate;matteo.abbate@example.org;Studio medico / Ambulatorio;Lombardia;LinkedIn;false
2202;Giorgia Ferrari;giorgia.ferrari@example.org;HCP - Diabetologo;Veneto;LinkedIn;false
2203;Ludovica Sartori;ludovica.sartori@example.org;HCP - Diabetologo;Sicilia;LinkedIn;false
2204;Anna Bacci;anna.bacci@example.org;HCP - Infermiere / Educatore;Campania;LinkedIn;false
2205;Beatrice Benedetti;beatrice.benedetti@example.org;HCP - Infermiere / Educatore;Lazio;LinkedIn;false
2206;Gabriele Amato;gabriele.amato@example.org;HCP - Infermiere / Educatore;Abruzzo;LinkedIn;false
2207;Margherita Grassi;margherita.grassi@example.org;HCP - Diabetologo;Puglia;LinkedIn;false
2208;Valeria Negri;valeria.negri@example.org;Studio medico / Ambulatorio;Lombardia;LinkedIn;false
2209;Daniele Desantis;daniele.desantis@example.org;HCP - Medico di medicina generale;Piemonte;LinkedIn;false
2210;Caterina Giordano;caterina.giordano@example.org;Farmacia ospedaliera;Marche;LinkedIn;false
2211;Emanuele Morelli;emanuele.morelli@example.org;HCP - Medico di medicina generale;Lazio;LinkedIn;false
2212;Samuele Cristofaro;samuele.cristofaro@example.org;HCP - Diabetologo;Lombardia;LinkedIn;false
2213;Paola Sorrentino;paola.sorrentino@example.org;Altro / Industry;Lazio;LinkedIn;false
2214;Giulia Antonelli;giulia.antonelli@example.org;HCP - Medico di medicina generale;Emilia-Romagna;LinkedIn;false
2215;Lorenzo Rizzo;lorenzo.rizzo@example.org;HCP - Diabetologo;Veneto;LinkedIn;false
2216;Francesca Ruggiero;francesca.ruggiero@example.org;HCP - Medico di medicina generale;Lombardia;LinkedIn;false
2217;Sabrina Bianchi;sabrina.bianchi@example.org;HCP - Diabetologo;Umbria;LinkedIn;false
2218;Valentina Donati;valentina.donati@example.org;HCP - Diabetologo;Puglia;LinkedIn;false
2219;Valentina Landi;valentina.landi@example.org;Direzione sanitaria;Sicilia;LinkedIn;false
2220;Teresa Fumagalli;teresa.fumagalli@example.org;Farmacia ospedaliera;Campania;LinkedIn;false
2221;Serena Esposito;serena.esposito@example.org;HCP - Diabetologo;Lazio;LinkedIn;false
2222;Angela Bruni;angela.bruni@example.org;HCP - Diabetologo;Lazio;LinkedIn;false
2223;Giovanna Bernardi;giovanna.bernardi@example.org;HCP - Diabetologo;Piemonte;LinkedIn;false
2224;Massimo Franco;massimo.franco@example.org;HCP - Diabetologo;Puglia;LinkedIn;false
2225;Federico Rizzo;federico.rizzo@example.org;HCP - Diabetologo;Campania;LinkedIn;false
2226;Margherita Montanari;margherita.montanari@example.org;HCP - Infermiere / Educatore;Lazio;LinkedIn;false
